YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2017;Our Town Cafe;;Cafe/Restaurant/Bar;Cafe/Restaurant;245 E Broadway, Vancouver, BC, V5T 1W4;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1001783, 49.2631703], ""type"": ""Point""}";49.2631703, -123.1001783
2017;Pandora Park  Fieldhouse;http://vancouver.ca/parks-recreation-culture/fieldhouse-programs.aspx;Studio/Rehearsal;Artist Studio;2325 Franklin St, Vancouver, BC, V5L 1S1;Grandview-Woodland;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.0581806, 49.2825401], ""type"": ""Point""}";49.2825401, -123.0581806
2017;Patricia Hotel - Pat's Pub;http://www.patspub.ca/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;403 E Hastings St, Vancouver, BC, V6A 1P6;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0952046, 49.2815471], ""type"": ""Point""}";49.2815471, -123.0952046
2017;PNE Forum;www.pne.ca;Community Space;Arena/Stadium;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;44579;1250;Yes;"{""coordinates"": [-123.042992, 49.282263], ""type"": ""Point""}";49.282263, -123.042992
2017;Polish Community Centre;http://polishcommunitycentre.com/;Community Space;Community Centre/Hall;4015 Fraser St, Vancouver, BC, V5V 4E6;Riley Park;Privately Owned;;;Yes;"{""coordinates"": [-123.0902312, 49.2491288], ""type"": ""Point""}";49.2491288, -123.0902312
2017;Purple Thistle;www.purplethistle.ca?;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0786643, 49.2761045], ""type"": ""Point""}";49.2761045, -123.0786643
2017;Ray-Cam Co-Operative Center;http://vancouver.ca/parks-recreation-culture/ray-cam-co-operative-centre.aspx;Community Space;Community Centre/Hall;920 E Hastings St, Vancouver, BC, V6A 3T1;Strathcona;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.084089333259, 49.2807361611339], ""type"": ""Point""}";49.2807361611339, -123.084089333259
2017;Renegade Studios;www.renegadeproductions.net;Studio/Rehearsal;Rehearsal Studio;3030 E Broadway Av, Vancouver, BC, V5M 1Z4;Renfrew-Collingwood;Privately Owned;16000;;Yes;"{""coordinates"": [-123.038973, 49.261332], ""type"": ""Point""}";49.261332, -123.038973
2017;Rickshaw Theatre;www.liveatrickshaw.com;Theatre/Performance;Theatre;254 E Hastings St, Vancouver, BC, V6A 1P1;Strathcona;Privately Owned;10000;;Yes;"{""coordinates"": [-123.0983094, 49.281272], ""type"": ""Point""}";49.281272, -123.0983094
2017;Rogers Arena;http://rogersarena.com/;Community Space;Arena/Stadium;800 Griffiths Way, Vancouver, BC, V6B 6G1;Downtown;Privately Owned;17000;20000;Yes;"{""coordinates"": [-123.109143, 49.277049], ""type"": ""Point""}";49.277049, -123.109143
2017;Scotiabank Dance Centre - Faris Family Studio;;Theatre/Performance;Theatre;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;2944;154;Yes;"{""coordinates"": [-123.125711, 49.277065], ""type"": ""Point""}";49.277065, -123.125711
2017;Second Beach Field House;http://vancouver.ca/parks-recreation-culture/fieldhouse-programs.aspx;Studio/Rehearsal;Artist Studio;Stanley Park Dr, Vancouver, BC, V6G 3E2;Stanley Park;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.150402, 49.295416], ""type"": ""Point""}";49.295416, -123.150402
2017;Silk Weaving Studio;http://www.silkweavingstudio.com/;Studio/Rehearsal;Artist Studio;1531 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.134239, 49.2719547], ""type"": ""Point""}";49.2719547, -123.134239
2017;The ARC;;Studio/Rehearsal;Artist Studio;1701 Powell St, Vancouver, BC, V5L 5C9;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.069973, 49.284217], ""type"": ""Point""}";49.284217, -123.069973
2017;The Lab - Vancouver Art and Leisure;http://www.vanartleisure.com/;Studio/Rehearsal;Workshop;101 W 6th Av, Vancouver, BC, V5Y 1K3;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.106972, 49.265745], ""type"": ""Point""}";49.265745, -123.106972
2017;Thunderbird Community Centre;http://vancouver.ca/parks-recreation-culture/thunderbird-community-centre.aspx;Community Space;Community Centre/Hall;2311 Cassiar St, Vancouver, BC, V5M 3X3;Hastings-Sunrise;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.032103721071, 49.2636078361355], ""type"": ""Point""}";49.2636078361355, -123.032103721071
2017;Unit/Pitt Projects;www.helenpittgallery.org;Museum/Gallery;Museum/Gallery;236 E Pender St, Vancouver, BC, V6A 1T7;Strathcona;Privately Owned;4914;;Yes;"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}";49.280103, -123.098813
2017;Van Dusen Botanical Garden;http://vandusengarden.org/;Museum/Gallery;Garden/Aquarium/Science Centre;5251 Oak St, Vancouver, BC, V6M 4H1;Shaughnessy;City of Vancouver;2368060;;Yes;"{""coordinates"": [-123.128627, 49.238472], ""type"": ""Point""}";49.238472, -123.128627
2017;Vancouver Aquarium;www.vanaqua.org?;Museum/Gallery;Garden/Aquarium/Science Centre;845 Avison Way, Vancouver, BC, V6G 3E2;Stanley Park;City of Vancouver;97000;;Yes;"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}";49.30067, -123.130997
2017;Vancouver Burlesque Centre;http://www.vancouverburlesquecentre.ca/;Studio/Rehearsal;Rehearsal Studio;124 W 6th Av, Vancouver, BC, V5Y 1K6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1075911, 49.2655855], ""type"": ""Point""}";49.2655855, -123.1075911
2017;Vancouver Community Laboratory;http://vancommunitylab.com/;Studio/Rehearsal;Workshop;1907 Triumph St, Vancouver, BC, V5L 1K6;Grandview-Woodland;Privately Owned;5000;;Yes;"{""coordinates"": [-123.0652956, 49.2841727], ""type"": ""Point""}";49.2841727, -123.0652956
2017;Vancouver East Cultural Centre - Vancity Culture Lab;www.thecultch.com?;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;2500;86;Yes;"{""coordinates"": [-123.065816, 49.276676], ""type"": ""Point""}";49.276676, -123.065816
2017;Vancouver Hack Space;https://vanhack.ca;Studio/Rehearsal;Workshop;1715 Cook St, Vancouver, BC, V5Y 3J6;Mount Pleasant;Privately Owned;2700;100;Yes;"{""coordinates"": [-123.098112, 49.268761], ""type"": ""Point""}";49.268761, -123.098112
2017;Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall);www.vsoschoolofmusic.ca?;Theatre/Performance;Performance Space;843 Seymour St, Vancouver, BC, V6B 3L4;Downtown;City of Vancouver;;120;Yes;"{""coordinates"": [-123.119792, 49.280207], ""type"": ""Point""}";49.280207, -123.119792
2017;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}";49.276777, -123.146124
2017;Vogue Theatre;www.voguetheatre.com;Theatre/Performance;Theatre;918 Granville St, Vancouver, BC, V6Z 1L2;Downtown;Privately Owned;8986;1136;Yes;"{""coordinates"": [-123.1218259, 49.2799671], ""type"": ""Point""}";49.2799671, -123.1218259
2017;Waterfront Theatre;www.waterfronttheatre.ca?;Theatre/Performance;Theatre;1412 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;;224;Yes;"{""coordinates"": [-123.135508, 49.270119], ""type"": ""Point""}";49.270119, -123.135508
2017;Western Front - Artist Studio;;Studio/Rehearsal;Artist Studio;303 E 8th Av, Vancouver, BC, V5T 1S1;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.0986899, 49.2639078], ""type"": ""Point""}";49.2639078, -123.0986899
2016;222 E Georgia Studios;http://projectspace.ca/blog/;Studio/Rehearsal;Artist Studio;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;5980;;Yes;"{""coordinates"": [-123.098829, 49.278453], ""type"": ""Point""}";49.278453, -123.098829
2016;AHVA Gallery;http://gallery.ahva.ubc.ca/about/;Museum/Gallery;Museum/Gallery;6398 University Blvd, Vancouver, BC,;UBC;Other;1990;;Yes;"{""coordinates"": [-123.2549451, 49.2639124], ""type"": ""Point""}";49.2639124, -123.2549451
2016;Alternative Creations Studio;http://www.arthives.org/arthives/alternative-creations-studio;Studio/Rehearsal;Artist Studio;1387 Venables St, Vancouver, BC, V5L 2G1;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.075559, 49.277071], ""type"": ""Point""}";49.277071, -123.075559
2016;Art Emporium;http://www.theartemporium.ca;Museum/Gallery;Museum/Gallery;2928 Granville St, Vancouver, BC, V6H 3J7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1383072, 49.2593906], ""type"": ""Point""}";49.2593906, -123.1383072
2016;Arts Club Theatre - Granville Island Stage;www.artsclub.com;Theatre/Performance;Theatre;1585 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;17790;430;Yes;"{""coordinates"": [-123.134362, 49.272124], ""type"": ""Point""}";49.272124, -123.134362
2016;Arts Umbrella;www.artsumbrella.com;Educational;Educational Institution;1286 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;18000;;Yes;"{""coordinates"": [-123.133395, 49.269611], ""type"": ""Point""}";49.269611, -123.133395
2016;Artspeak Gallery;www.artspeak.ca/?;Museum/Gallery;Museum/Gallery;233 Carrall St, Vancouver, BC, V6B 2J2;Downtown;Non-Profit;990;;Yes;"{""coordinates"": [-123.104299, 49.282941], ""type"": ""Point""}";49.282941, -123.104299
2016;Backspace - Blake Williams;www.blakewilliams.ca;Studio/Rehearsal;Artist Studio;1318 Grant St, Vancouver, BC, V5L 2X5;Grandview-Woodland;Privately Owned;1700;75;Yes;"{""coordinates"": [-123.0768205, 49.2714597], ""type"": ""Point""}";49.2714597, -123.0768205
2016;BC Place Stadium;www.bcplacestadium.com;Community Space;Arena/Stadium;777 Pacific Blvd, Vancouver, BC, V6B 4Y8;Downtown;Privately Owned;247000;;Yes;"{""coordinates"": [-123.110433, 49.276156], ""type"": ""Point""}";49.276156, -123.110433
2016;Blue Wave Productions;www.bluewaveproductions.com/?;Studio/Rehearsal;Film/Recording Studio;34 W 8th Av, Vancouver, BC, V5Y 1M7;Mount Pleasant;Privately Owned;3475;;Yes;"{""coordinates"": [-123.105751, 49.263547], ""type"": ""Point""}";49.263547, -123.105751
2016;BMO Theatre Centre - Workshop;;Studio/Rehearsal;Workshop;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;;;Yes;"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}";49.2702275, -123.108535
2016;Bruhanski Acting Studio;http://bruhanski.com/;Educational;Educational Institution;164 E 11th Av, Vancouver, BC, V5T 2C2;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1021231, 49.2611004], ""type"": ""Point""}";49.2611004, -123.1021231
2016;Burrard Marina Field House;http://vancouver.ca/parks-recreation-culture/burrard-marina-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;1655 Whyte Av, Vancouver, BC, V6J 1A9;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.1402263, 49.2756879], ""type"": ""Point""}";49.2756879, -123.1402263
2016;Cafe Deux Soleils;www.cafedeuxsoleils.com/?;Cafe/Restaurant/Bar;Cafe/Restaurant;2096 Commercial Dr, Vancouver, BC, V5N 4B2;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0693229, 49.2659754], ""type"": ""Point""}";49.2659754, -123.0693229
2016;Cambrian Hall;http://www.welshsociety.com/Lab5/;Community Space;Community Centre/Hall;215 E 17th Av, Vancouver, BC, V5V 1A6;Riley Park;Privately Owned;1584;129;Yes;"{""coordinates"": [-123.1005648, 49.2559391], ""type"": ""Point""}";49.2559391, -123.1005648
2016;CBC Outdoor Stage;http://www.cbc.ca;Community Space;Plaza/Park/Band Shell;700 Hamilton, Vancouver, BC, V6B 2R5;Downtown;Government;2623;;Yes;"{""coordinates"": [-123.114669, 49.279299], ""type"": ""Point""}";49.279299, -123.114669
2016;CBC Studio 700;http://www.cbc.ca/bc/communityspaces/studio700.html#igImgId_11630;Theatre/Performance;Performance Space;700 Hamilton, Vancouver, BC, V6B 2R5;Downtown;Government;2784;140;Yes;"{""coordinates"": [-123.114496, 49.279079], ""type"": ""Point""}";49.279079, -123.114496
2016;Centre A - Centre For Contemporary Asian Art;http://centrea.org;Museum/Gallery;Museum/Gallery;229 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;1500;;Yes;"{""coordinates"": [-123.098671, 49.278676], ""type"": ""Point""}";49.278676, -123.098671
2016;Ceperley Meadow;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;5558;;Yes;"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}";49.293772, -123.148518
2016;Chali-Rosso Gallery;www.chalirosso.com;Museum/Gallery;Museum/Gallery;2250 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1384021, 49.2657529], ""type"": ""Point""}";49.2657529, -123.1384021
2016;Champlain Heights Community Centre;https://vancouver.ca/parks-recreation-culture/champlain-heights-community-centre.aspx;Community Space;Community Centre/Hall;3350 Maquinna Dr, Vancouver, BC, V5S 4C6;Killarney;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.032066348148, 49.2144480624969], ""type"": ""Point""}";49.2144480624969, -123.032066348148
2016;Cineplex Odeon International Village Cinemas;http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas;Theatre/Performance;Cinema;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.106621, 49.280474], ""type"": ""Point""}";49.280474, -123.106621
2016;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio;2050 Scotia St, Vancouver, BC, V5T 4T1;Mount Pleasant;City of Vancouver;2600;;Yes;"{""coordinates"": [-123.0982208, 49.2667885], ""type"": ""Point""}";49.2667885, -123.0982208
2016;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio with Residence;1202 E Pender St, Vancouver, BC, V6A 1W8;Strathcona;City of Vancouver;1446;;Yes;"{""coordinates"": [-123.0789337, 49.2802238], ""type"": ""Point""}";49.2802238, -123.0789337
2016;Coastal Peoples Fine Arts Gallery Gastown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;312 Water St, Vancouver, BC, V6B 1B6;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.109198, 49.2843539], ""type"": ""Point""}";49.2843539, -123.109198
2016;Coastal Peoples Fine Arts Gallery Yaletown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;1024 Mainland St, Vancouver, BC, V6B 2T4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.119591, 49.2762084], ""type"": ""Point""}";49.2762084, -123.119591
2016;Creekside Community Centre;http://vancouver.ca/parks-recreation-culture/creekside-community-recreation-centre.aspx;Community Space;Community Centre/Hall;1 Athletes Way, Vancouver, BC, V5Y 0B1;Mount Pleasant;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.1057142, 49.2717878], ""type"": ""Point""}";49.2717878, -123.1057142
2016;Croatian Cultural Centre;www.croatiancentre.com;Community Space;Community Centre/Hall;3250 Commercial Dr, Vancouver, BC, V5N 4E4;Kensington-Cedar Cottage;Non-Profit;16543;;Yes;"{""coordinates"": [-123.06845, 49.255421], ""type"": ""Point""}";49.255421, -123.06845
2016;David Lam Multi-Purpose Hall;;Community Space;Community Centre/Hall;50 E Pender St, Vancouver, BC, V6A 3V6;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.103387, 49.280254], ""type"": ""Point""}";49.280254, -123.103387
2016;Dorothy Somerset Studio Theatre;;Theatre/Performance;Theatre;6361 University Blvd, Vancouver, BC, V6T 1Z2;UBC;Government;;120;Yes;"{""coordinates"": [-123.2543722, 49.2643788], ""type"": ""Point""}";49.2643788, -123.2543722
2016;Douglas Park Community Centre;https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx;Community Space;Community Centre/Hall;801 W 22nd Av, Vancouver, BC, V5Z 1Z8;South Cambie;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.121277422182, 49.2529172469768], ""type"": ""Point""}";49.2529172469768, -123.121277422182
2016;Douglas Reynolds Gallery;www.douglasreynoldsgallery.com;Museum/Gallery;Museum/Gallery;2335 Granville St, Vancouver, BC, V6H 3G4;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385998, 49.2648423], ""type"": ""Point""}";49.2648423, -123.1385998
2016;Dunbar Community Centre;http://dunbarcentre.org/dunbar/;Community Space;Community Centre/Hall;4747 Dunbar St, Vancouver, BC, V6S 2H2;Dunbar-Southlands;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.188251960704, 49.2428154263277], ""type"": ""Point""}";49.2428154263277, -123.188251960704
2016;Dynamo Arts Association;www.dynamoarts.tumblr.com?;Museum/Gallery;Museum/Gallery;30 E 6th Ave, Vancouver, BC, V5T 1J4;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}";49.2653017, -123.1040486
2016;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}";49.2710507, -123.136077
2016;East Van Studios;http://eastvanstudios.wordpress.com/;Studio/Rehearsal;Film/Recording Studio;870 E Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;1500;;Yes;"{""coordinates"": [-123.0854969, 49.2817549], ""type"": ""Point""}";49.2817549, -123.0854969
2016;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}";49.2655257, -123.1385822
2016;Emily Carr Institute of Art + Design;;Educational;Educational Institution;1535 W 3rd Av, Vancouver, BC, V6J 1J8;Fairview;Government;8070;;Yes;"{""coordinates"": [-123.1396911, 49.2690422], ""type"": ""Point""}";49.2690422, -123.1396911
2016;Emily Carr Institute of Art + Design;;Educational;Educational Institution;1706 W 1st Av, Vancouver, BC, V6J 0E4;Fairview;Government;11499;;Yes;"{""coordinates"": [-123.1432746, 49.2706035], ""type"": ""Point""}";49.2706035, -123.1432746
2016;Emily Carr Institute of Art + Design 1612 Gallery;;Museum/Gallery;Museum/Gallery;1612 W 3rd Av, Vancouver, BC, V6J 1K2;Fairview;Government;2833;;Yes;"{""coordinates"": [-123.1411548, 49.2688004], ""type"": ""Point""}";49.2688004, -123.1411548
2016;Gallery Gachet;www.gachet.org?;Museum/Gallery;Museum/Gallery;88 E Cordova St, Vancouver, BC, V6A 1K2;Downtown;Privately Owned;2600;;Yes;"{""coordinates"": [-123.102645, 49.2821], ""type"": ""Point""}";49.2821, -123.102645
2016;Gallery Jones;www.galleryjones.com?;Museum/Gallery;Museum/Gallery;1725 W 3rd Av, Vancouver, BC, V6J 1K7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1438197, 49.2689012], ""type"": ""Point""}";49.2689012, -123.1438197
2016;Goldcorp Centre for the Arts - SFU;http://www.sfu.ca/sfuwoodwards/goldcorp-centre-for-the-arts.html;Educational;Educational Institution;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;125000;;Yes;"{""coordinates"": [-123.108696, 49.28243], ""type"": ""Point""}";49.28243, -123.108696
2016;Grunt Gallery;www.grunt.ca?;Museum/Gallery;Museum/Gallery;350 E 2nd Av, Vancouver, BC, V5T 4R8;Mount Pleasant;Non-Profit;1350;;Yes;"{""coordinates"": [-123.09715, 49.26676], ""type"": ""Point""}";49.26676, -123.09715
2016;Hastings Mill Store Museum;www.hastings-mill-museum.ca?;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}";49.272817, -123.185988
2016;Havana Theatre;www.havanarestaurant.ca;Theatre/Performance;Theatre;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;60;Yes;"{""coordinates"": [-123.0694828, 49.2737114], ""type"": ""Point""}";49.2737114, -123.0694828
